id,text,polarity,subjectivity
4c6eab7c,Disappointing,-0.6,0.7
2f3120d2,Terrible,-1,1
0b49f2d1,Best cost-benefit for 1.0,1,0.3
3b5f9bcf,Good car,0.7,0.6
6ee76d28,Simple car but meets,0,0.357142857142857
e75e388a,It delivers what it promises,0,0
e31b0003,problems,0,0
f317a745,Warrior Car,0,0
3bcf1f77,high fuel consumption,0.16,0.54
d266831e,It's Worth It To Have This Popular,0.45,0.5
1721caa3,Excellent car,1,1
1f7cdf8b,A good car,0.7,0.6
0aff2a48,The Best 1.0,1,0.3
aaf25742,Compared to other Popular,0.2375,0.6375
1ec50dc3,Celta 1.0 HCV,0,0
6f3e3b24,Good car but bad ergonomics,5.55111512312578E-17,0.633333333333333
3fca4ca0,In average,-0.15,0.4
dcf07819,Good day to day,0.7,0.6
763eda40,Popular Brazilian,0.6,0.9
2be64a6f,First car,0.25,0.333333333333333
211e44b1,Some aspects to improve,0,0
c0032fd3,model super better than the others,0.416666666666667,0.583333333333333
6be5c65d,I do not recommend for picky people,0,0
5ce0761a,Great value for money,0.8,0.75
91347667,Celta LT 1.0,,
0ecbe7d3,warrior,0,0
5e3365e5,The 1.0 whole male,0.1,0.25
d4ff5104,Very good!,1,0.78
9de51636,good popular option,0.65,0.75
38145375,A great car for anyone who is single and does not want to spend a lot on the car.,0.364285714285714,0.482142857142857
43dfb1f1,Good for what you set out to be,0.7,0.6
32cb19ca,very good,0.91,0.78
9222051,I doubt there is a more economic !!!,0.4453125,0.35
6635ad8b,"After all, Great car!",1,0.75
567492c8,The best 1.0,1,0.3
1da76821,Very good car!,1,0.78
e814be65,Car excellent for day to day,1,1
749ca80f,Does not break,0,0
7c3774b5,The best 1.0 until 2013,1,0.3
2e13f375,Good car,0.7,0.6
85f15ce0,A great first car,0.525,0.541666666666667
f95f9267,The best popular car,0.8,0.6
21ea47cf,Many annoying noises,-0.15,0.7
875d351d,"Beautiful, compact and economical.",0.575,0.95
de7aa606,VERY GOOD,0.91,0.78
96066e5b,Great value for money,0.8,0.75
c37e68b3,Car for university bachelor,0,0
64246b31,My First 0 km,0.25,0.333333333333333
206b6a55,A reliable cart,0,0
ed13911e,Great first car. It fulfills what it proposes.,0.525,0.541666666666667
5e430a53,"Goodbye, miss you, Celtic thanks!",0.25,0.2
dc31322e,good stroller for beginners,0.7,0.6
5410dac1,A basic that bears the batida,0,0.125
783d708c,Popular raçudo boi,0.6,0.9
31b6a2a7,Excellent Car,1,1
db15b510,You can walk.,0,0
5fe72aa6,Good car,0.7,0.6
5ae52eca,Great drive!,1,0.75
1e23605b,Wonderful car,1,1
3a941b4b,Great car!,1,0.75
7f73baba,More robust and agile compact,0.5,0.625
8f59ddbd,Great cost benefit,0.8,0.75
2aeee309,Celta is a reliable and economical car,0.3,0.9
0825b9b4,"Good, but...",0.7,0.6
19def043,My fifth Celta followed,0,0
3af552e9,Good car,0.7,0.6
6acf87af,Good for day-day in town.,0.7,0.6
df9d9ed5,Give preference to super 4 door version with air.,0.333333333333333,0.666666666666667
768e04f3,Well a zero point!,0,0
e8a36502,A good investment for anyone who wants to lead a simple and comfortable life!,0.35,0.464285714285714
81d53ae8,Great experience,0.8,0.75
6779dce5,THE BEST ASPHALT 1.0,1,0.3
d459c0c6,GREAT!,1,0.75
18bdd2e8,My first car,0.25,0.333333333333333
62da2252,Good car,0.7,0.6
5994c4d6,a good first car,0.475,0.466666666666667
8a393fc5,excellent car,1,1
0dcb94a0,best option for those who are low income,0.5,0.3
73cb26e5,GOOD IN YOUR PROPOSAL,0.7,0.6
47cc3e78,Small and powerful,0.025,0.7
7260f0dc,Great Cost / Benefit!,1,0.75
dfbceb33,Celtic,0,0
f5c6599c,Car for city and small families,-0.25,0.4
13e438bb,Small VALENTINE,-0.25,0.4
cb67babd,the popular of the popular,0.6,0.9
634d3971,Medium ... The first car is good ...,0.475,0.466666666666667
cb0a5c33,Sensational Benefit Cost,0.666666666666667,0.666666666666667
9a74f8d1,Because I do not buy more CELTA,0.5,0.5
a70daaee,For a popular up that is good,0.65,0.75
950040be,Smart Cart,0.214285714285714,0.642857142857143
fafebb2a,Hard to break,-0.291666666666667,0.541666666666667
6e824796,An economic car.,0.2,0.2
d0e9d360,Disappointment,-0.6,0.4
1403f8d4,Economical and cheap,0.35,0.8
d6423495,It pays to have one !!!!!!!!!!,0,0
8bc196ed,Easy Rust,0.433333333333333,0.833333333333333
698cf947,Duel of titans with the Gol G4 among the worst popular in the market ...,-0.2,0.95
1df26ce7,SMALL NOTAVEL !!!,-0.48828125,0.4
f3d2bd90,great option 1.0,0.8,0.75
ff2c6ee4,Better performance among the 1.0,0.5,0.5
8a7b2d82,good car,0.7,0.6
54cbd962,Good for what you propose,0.7,0.6
474dbdf3,Excellent in the category.,1,1
84967797,100 percent urban car,0,0
4033b72f,Excellent value for money!,1,1
a6e6a8f5,The best 1.0,1,0.3
ab98cb15,A very good entry-level car,0.91,0.78
dd2334c2,BUY,0,0
7b68ebe0,"Good, pretty and cheap",0.45,0.766666666666667
4755f02f,Celta 2011,,
016b2a72,Good car! A true FUSCA of the 21st century!,0.408333333333333,0.416666666666667
9c94d2f0,Very good car,0.91,0.78
01f5fd0b,The best popular that already has,0.8,0.6
894f37ee,GOOD CAR FOR THE CATEGORY,0.7,0.6
f991db98,The bravest of the 1.0,0,0
a33e865c,for being 1.0 car it has excellent performance.,1,1
b531130a,Great Cost Benefit,0.8,0.75
eed03abf,Great first car,0.525,0.541666666666667
9d0d2c05,It fulfills the purpose,0,0
3a1b2af1,Better than I expected,0.2,0.45
aa72ddbe,"Good car, take it easy.",0.566666666666667,0.716666666666667
f45ac3a9,"It's good, but it could be better.",0.6,0.55
dbfd7cc8,Amazing most powerful of the category,0.466666666666667,0.8
07245de7,Good and cheap car,0.55,0.65
f8e44f66,Efficient Car,0,0
6bc34e3e,Relationship of problems,0,0
cb556671,my celtic is zero and it's bad,-0.7,0.666666666666667
f71bece2,THE BEST OF THE CATEGORY,1,0.3
b5c417a3,Best of Category,1,0.3
fa933532,"Among the 1.0, the most beautiful.",0.675,0.75
f8e88101,The best definition is durability ...,1,0.3
f5c826cb,For a popular up goes,0.6,0.9
2863b66e,Good,0.7,0.6
ace16964,Day car day,0,0
d887b88a,Celta 1.4 is very good.,0.91,0.78
18fbfccc,Reasonable,0.2,0.6
6792f940,Best entry 1.0 Great for day to day,0.9,0.525
2fd9520f,recommended,0,0
edfba0b8,Car for work!,0,0
7bb60d89,The car for the day to day,0,0
944b068c,Great car,0.8,0.75
58b0c8ce,for the first car okay,0.375,0.416666666666667
e93fea21,The best popular 1.0,0.8,0.6
909fc746,Valente 1.0,,
e60452b9,noisy,0,0
c6dfe175,It's great,0.8,0.75
4318aa4d,Very Good Car!,1,0.78
c8b01928,Small and urban,-0.125,0.2
3ad32f12,"For me the most beautiful in the two-door version, I find the car a little sporty",0.3875,0.666666666666667
0ac74f87,That gives the message.,0,0
8af94c29,Car that mechanic hates.,0,0
6ada9b59,1.0 that consumes equal 3.0,0,0.25
a507488c,Only for city,0,1
41c15a43,Best of Brazil.,1,0.3
0e04256b,Optimum cost benefit and engine 1.0,0.7,0.9
0ad9c240,I BUY 0KM AND WILL LAST A TIME!,0,0.066666666666667
338f3cfc,Great value for money,0.8,0.75
dff92154,I really like my Celta.,0.2,0.2
e3622a73,GOOD CAR!!!!!,1,0.6
900151ae,Small but great value for money!,0.375,0.575
ec8b84c2,MY GREAT DECEPTION,0.8,0.75
086ab705,The best,1,0.3
bd67a67d,Gasoline,0,0
ff3fd82c,The GM FUSC,0,0
8fdcd401,I loved my celtinha saudadesssssss,0.7,0.8
4ba9ab8c,Basic!,0,0.125
39a7c960,Almost good,0.7,0.6
d30590e1,My Celtin is my man.,0,0
97f4426a,Amazing,0.6,0.9
a5005fcd,Brave and sturdy cart!,1,1
c8c7f89b,I recommend,0,0
8799d8d1,Very resistant,0.2,0.3
53760158,The best 1.0 of Brazil,1,0.3
debba496,Chevrolet. disappointment!,-0.75,0.4
6665d4e3,THE BEST 1.0,1,0.3
0d821165,The best popular,0.8,0.6
3d0a99dd,Economical with powerful 1.0 engine,0.3,0.95
a21794cd,Top Rated,0.5,0.5
35ea39d0,Not worth it !!,-0.234375,0.1
3d304f04,One of the best with 1.0 engine,1,0.3
5584d994,"Want comfort, buy a luxury",0,0
c0d707c8,IT IS COMFORTABLE AND ECONOMIC,0.3,0.5
7d588bbd,DRAGSTER DOS 1.0,0,0
982a5866,Economical both on the road and city.,0.3,0.9
580d186c,Best car entry,1,0.3
32fd4a2e,Celta Spirit 1.0 4pts black,-0.166666666666667,0.433333333333333
22a2185c,Very expensive for what it delivers,-0.65,0.91
abaa26c5,Best of the category,1,0.3
4968c31a,Good depreciation,0.7,0.6
1204a59a,The best that matters,1,0.3
685ad5a0,Celtic,0,0
3dfadef0,I would not trade for one another!,0,0
bc1a617f,Does what is expected of a popular,0.25,0.65
b022ed18,The best 1.0 you can have,1,0.3
dfb7b487,Powerful motor,0.3,1
a6e8be25,The best popular,0.8,0.6
4901538e,Cool,0.35,0.65
04053baa,I indicate!,0,0
aa6b8dbb,Honest. Fulfills its role,0.6,0.9
de57a9d0,THE BEST CAR THAT HAS JUST !!!!,1,0.3
e4527ab8,Great car,0.8,0.75
89d54067,THE BEST BREAKFAST IN BRAZIL,1,0.3
94c03f74,Celtic,0,0
599fb585,Great car,0.8,0.75
0279ed8a,IT'S GOOD,0.7,0.6
0fc362a7,Great value for money,0.8,0.75
86276024,VERY GOOD,0.91,0.78
1b66f14e,The most efficient among the popular,0.55,0.7
cab07b2f,Best car entry,1,0.3
c970a535,Ideal for large cities,0.557142857142857,0.714285714285714
f2c088da,"Good, cheap and fragile.",0.366666666666667,0.6
874fd721,Best car of the category,1,0.3
0d81dddb,Reasonable car,0.2,0.6
8400417d,Come on.,0,0
07adbaf1,Best cost-benefit,1,0.3
f042ede5,Great engine and great cost-benefit,0.8,0.75
7b08a98c,Good at what matters,0.7,0.6
951e5d18,A good car for those who are starting,0.35,0.35
28fd97c7,Excellent performance and consumption!,1,1
77f0fcd6,Give it a try!,0,0
57f54e51,The warrior,0,0
c1d0cc16,This one hangs !!!,0,0
8dcd43dc,It delivers what it promises,0,0
6589643b,Car that can handle every day,0,0
0bf195b6,Brave,0.8,1
e4304dd7,"Good, but limited",0.314285714285714,0.371428571428571
6099e1bb,Best Cost Benefit,1,0.3
2a130f76,STRONGER BUT UNCOMFORTABLE,-0.5,1
e5baf95a,One of the best in the category,1,0.3
6cb48414,Basic car and drinker,0,0.125
d08cad32,Strong and economical,0.366666666666667,0.816666666666667
4fae10d8,The best cost benefit,1,0.3
5c7a9651,LESS THAN I EXPECTED,-0.133333333333333,0.233333333333333
eec68afa,Never Celta,0,0
bf0f8932,"Very good, in the car propular proposal",0.91,0.78
e130dd1b,BEST COST BENEFIT,1,0.3
369cacab,Best car for city,1,0.3
7e12304a,Come easy,0.433333333333333,0.833333333333333
1f099687,Excellent on what is offered by the manufacturer,1,1
dceb2535,Best popular car,0.8,0.6
5f9ba4cd,Better than I expected ...,0.2,0.45
a49a66fc,"Basic, but very good",0.455,0.4525
67e34365,The best 1.0 on the market,1,0.3
9db450c3,Pau for all work,0,0
2759c14b,Good car!!,1,0.6
0eef2d7f,Best rated,1,0.3
90ade528,Very good car!,1,0.78
96d373e7,A great car,0.8,0.75
f165fe55,Honest car,0.6,0.9
8c0c9578,Celtic,0,0
ddffc057,The Best Cost Benefit for a 1.0,1,0.3
f2d8898b,THE BEST OF THE CATEGORY,1,0.3
8b9a0809,What we can have at the moment,0,0
25d16c68,Would not buy another !!,0,0
048899a2,A great car,0.8,0.75
0c331779,Never Breaks,0,0
7d8035ca,The worst of the category,-1,1
31834c78,Excellent at what is proposed.,1,1
79b56926,Silver bullet,0,0
78b7f04b,very good car for single,0.419285714285714,0.497142857142857
9c3507d2,Celtic,0,0
e4efb23e,"celtic my good, I'll tell anyone",0.7,0.6
72c312ee,Popular VALENTE,,
d88bdc7d,Basic but with great performance,0.4,0.4375
e35bab37,Good cost x profit,0.7,0.6
5741d7f4,Great warrior,0.8,0.75
99e021b6,Excellent Cost / Benefit,1,1
c259e4bb,great cost benefit,0.8,0.75
152d1982,Popular up to ...,0.6,0.9
51d3a556,Where's the Celtic 2012 tie,0,0
725ec448,First car zero did not disappoint me,0.25,0.333333333333333
fc2c0b7d,Internal noise with a week !!!,0,0
b6a50753,DRY CAR,-0.066666666666667,0.6
90dff47c,I think I was drawn,0,0
b3dd9da5,Excellent popular car,0.8,0.95
17ed27df,Good for a popular,0.65,0.75
b8b74368,Very good to buy,0.91,0.78
8aa2bfff,I RECOMMEND !!!,0,0
0d8c6290,CELTA ... it's worth having a,0.3,0.1
b3209ad8,Good car for the day to day,0.7,0.6
41d77c8c,worth it,0.3,0.1
794713ca,Celtic,0,0
211a5bb1,"IF IT WAS GREATER, IT WOULD BE TAXI ...",0.5,0.5
98b6761b,Synonymous with economy !!!,0,0
cc510062,the best car I ever had,1,0.3
bcc9e91b,Good car,0.7,0.6
8c6affb9,Make Lemon a Lemonade,0,0
780d4b4b,Pretty and cheap plus anger,-0.016666666666667,0.633333333333333
1c4ebc93,Best thousand of the market,1,0.3
3d9c5e02,the most economical of the category,0.4,0.7
df9ebdeb,"WONDERFUL, WARRIOR PARTNER ...",1,1
3de7d817,MEANS OF TRANSPORT,0,0
3b0e02cf,Celtic Warrior,0,0
a55e5890,1st car,0,0
db1a3fc7,Celtic,0,0
87fd4d4c,Hold the stride,0,0
f31cca3f,Warrior Cart,0,0
aba79be5,Buy without a headache,0,0
494b56b7,half-assed,0,0
5efed2b5,My first car,0.25,0.333333333333333
42c7643d,Do your homework!,0,0
c614a43a,Good 1.0,0.7,0.6
b321f129,GOOD,0.7,0.6
fe5dbd22,REALLY GOOD!,0.875,0.6
68d8441b,Popular - Really Basic,0.3,0.5125
412b0b06,Little brave,0.30625,0.75
65a2c7b7,"The car is good, but the consumption ...",0.7,0.6
c9332001,VERY BUNITIM,0.2,0.3
a3aa5a05,Great for those who do not want to spend money,0.8,0.75
23ceb070,The first 0KM,0.25,0.333333333333333
4e4811e1,A car for those who want to economize.,0,0
6e2b33d0,Great Car Warrior !!!,1,0.75
017825d2,Super heating,0.333333333333333,0.666666666666667
80e939d1,worth it,0.3,0.1
a2a6723a,My best car,1,0.3
552a5188,The best popular,0.8,0.6
d21742b5,One of the best 1.0 on the market,1,0.3
ab6b102d,Good for the price,0.7,0.6
c01b436b,Top Rated,0.5,0.5
7480e3bd,Cheap Car,0.4,0.7
fc97bf01,Lack of factory quality control.,0,0
972362da,Good popular car,0.65,0.75
52a4418f,"GOOD, BEAUTIFUL AND CHEAP",0.65,0.766666666666667
fed01902,Disappointment over months,-0.6,0.4
be2b707b,Good car for the segment,0.7,0.6
b8d38083,Twig break,0,0
29411c6d,Best value for money,1,0.3
1442326b,Good car...,0.7,0.6
449be51e,Great value for money,0.8,0.75
03ef9a52,Excellent for what it proposes,1,1
092b298e,ARE THERE BETTER,0.5,0.5
d404c4ae,Celtic the warrior,0,0
2e31025c,Durability and discomfort.,0,0
1ba2c8ee,GOOD FOR TWO PEOPLE,0.7,0.6
50179ac8,Great car,0.8,0.75
72567575,it's a good car,0.7,0.6
72b59504,NOTHING TO CLAIM,0,0
c93990dc,"the Celta Spirit VCHE note 10. And corrupt politician, below 0 - far lower.",-0.2,1
6f95c22f,Taking out the plastic is perfect.,1,1
84cfec13,Very good and low maintenance,0.455,0.54
fc9f6c83,Very badly done,-0.91,0.866666666666667
1a5ec924,"Hold on, you sloppy owner.",-0.416666666666667,0.75
77667b53,A great popular car.,0.7,0.825
4e20a0d4,Celtic,0,0
9a74f6ca,A great car !!!,1,0.75
75b7f157,Very good,0.91,0.78
9c2aedc4,Celta 2009/10,,
932e1420,My celtic,0,0
97b4d203,Do not buy,0,0
eb4ee8d0,Warrior Car,0,0
8954800a,The Worst Car I've Ever Had!,-1,1
2fe84c81,"Good, but could be better.",0.6,0.55
da3ee8c7,Celtic Firm and strong,0.116666666666667,0.566666666666667
2b681843,Celtinha the national passion,0,0
7b354cc5,I expected more!,0.2625,0.45
01f8e664,I have not yet regretted it.,0,0
ff7c8577,car cheap butt valve,0.4,0.7
394f9840,MOTOR,,
3f36a08f,1.0 highest in the category,0,0
0f23abeb,DO WHAT. NOW IT'S TOO LATE.,-0.3,0.6
49e6ad94,Small notable,0.125,0.45
f74736a7,satisfied with the car,0.5,1
26805118,best of the category,1,0.3
ab9cd60b,"Good, as popular car",0.65,0.75
26e64005,nice and noisy !!!,1,1
7874bf90,I loved this car.,0.7,0.8
5b12a40f,great cost benefit,0.8,0.75
52765f49,best cost benefit,1,0.3
67a69e17,How first car is good,0.475,0.466666666666667
1edbad69,Best of Category,1,0.3
e70a0d4d,The best car,1,0.3
358aaebf,Celtic the Car,0,0
4e95350c,An economical car,0.3,0.9
e407c884,It pays to have one as the first car.,0.25,0.333333333333333
5b25045c,Cost x benefit with style,0,0
5fab7a71,LEGITIMATE KIT CAR,0,0
6cd12a6e,MPFI engine very good!,1,0.78
2004f7ad,Popular car is good,0.65,0.75
62c624a8,CELTA / GUARANTEE VIAMAR GARBAGE,0,0
3fd158b3,Functional Car,0,0
5a95064b,Disappointment with the Chevrolet Celta.,-0.6,0.4
aa2a509f,A good car,0.7,0.6
b5499522,Celta: Car of Contrasts,0,0
f3fc3552,Big people engine,0,0.1
0341c7bb,Great popular,0.7,0.825
53fc6e3b,Good car,0.7,0.6
4eb5a73a,Finishes disappoint,0,0
c9ad56be,Great car,0.8,0.75
32d98c50,Many problems in the early,0.3,0.4
1e5d9771,It deserves the title of leader!,0,0
a5e7272b,Great,0.8,0.75
0cb2810a,Cost Benefit Good,0.7,0.6
730b6f6f,"It's good, but it has to improve.",0.7,0.6
32956a88,Terrible,-1,1
01e3f08d,Very good,0.91,0.78
e72691dd,Great,0.8,0.75
284368a0,Car above average,-0.075,0.25
385bcd69,A good car,0.7,0.6
2ae72a61,Best car ever,1,0.3
4b318dca,Good car,0.7,0.6
a2442186,I do not recommend.,0,0
061a3f2a,Best car entry,1,0.3
0dcca9ac,good car,0.7,0.6
040f0b17,mutatis mutandis,0,0
664bcfec,Great car,0.8,0.75
e1241fb9,Car good for everyday use,0.25,0.6
3d66894e,The small one that satisfies,-0.25,0.4
1ed9b32d,Pretty but ordinary,0,0.75
1175785b,The Second Best Car I've Ever Had,0.5,0.15
ba324c39,Great car for the Segment you occupy,0.8,0.75
8359a0c5,Balanced car!,0,0
06078a05,Best Cost Benefit,1,0.3
f8f96831,The most fragile car I've ever had !!!,0.25,0.5
acc92981,The best option for the price range,1,0.3
7a26b3b0,ONIX JOY 1.0 16/17,,
8a1c74a5,Honest car,0.6,0.9
e86c5031,"Reasonable Vehicle, I recommend purchasing a used one.",0.2,0.6
ef258dc0,"Good in comfort, bad in the engine",5.55111512312578E-17,0.633333333333333
1372625f,I recommend,0,0
52a9c03e,Great! Highly recommend to everyone!,0.6,0.645
8b8af734,All the best,1,0.3
32389636,bold car,0.333333333333333,0.666666666666667
30dc3ecd,Great car!,1,0.75
39d6d385,Good engine but drinker,0.7,0.6
7a466833,Worth it!,0.375,0.1
41508312,VERY DISAPPOINTED !!!,-1,0.975
5f5488c8,Good cost-benefit,0.7,0.6
528791d3,A good car,0.7,0.6
f1bc942c,Nice but noisy,0.6,1
7adb13cd,Reasonable Compact,0.2,0.6
89b69ab8,Hard suspension and drunkard,-0.291666666666667,0.541666666666667
97bb4095,Best cost-benefit,1,0.3
33c49207,"If you compare with 0km and in the same price range, you can buy !!!",0,0.125
13e19752,A HONEST CAR,0.6,0.9
a50e0e96,GREAT CAR!,1,0.75
7b6f8f38,Worst car I ever had,-1,1
cbeef476,Best car I've ever had Onyx,1,0.3
04e2bdbc,BEST COST BENEFIT OF CATEGORY,1,0.3
6230044c,spacious,0,0
4917f6e6,"The finish could be much better, especially the alignment of the tailgate lock",0.25,0.75
59accb66,Car for only with good weather,0.35,0.8
5f073c4b,"Carrocinha for R $ 50,000.00",0,0
73a0aebc,Very Comfort and Economy !!!,0.390625,0.3
48197a4f,It perfectly meets the needs of the day-to-day.,1,1
da4e6065,FIT WHAT I PROMISE. RECOMMENDING.,0.4,0.4
8170626b,CAR FOR WHO NEEDS A CAR,0,0
87e87a4e,Best choice of 1.4,1,0.3
ec623d52,Cute. Only!!!,0.25,1
146f5bd1,The best car I ever had!,1,0.3
8031a0d1,Very good compact hatch,0.91,0.78
3d6c7421,Great popular !!!,0.9,0.825
3c20f756,A car that really worth just having,0.3,0.1
940911ad,I do not recommend,0,0
d1da2dc6,Very good this vehicle,0.91,0.78
071f7f98,A car ok,0.5,0.5
e2aa283c,ONIX: poor fuel consumption,-0.4,0.6
e7d8d3bd,Economical and robust,0.3,0.9
a407da2c,"Good car, but ...",0.7,0.6
bc48e82d,Best selling today!,1,0.3
6d60eda0,Very beautiful and lonely car!,0.4375,0.85
f6549aca,I just have beauty,0,0
5d773644,Made to walk on our asphalt,0,0
53eba1df,Solid and well built,0,0.1
f095b1f3,cost x benefit very good,0.91,0.78
17528cae,Dissatisfaction guaranteed and no money back.,0,0
c1749f28,Top seller not by chance,0.5,0.5
1c41bcce,rip the warranty,0,0
5c6299ad,Total disappointment,-0.3,0.575
cc30e297,GREAT CAR!,1,0.75
9eb2b969,good car but chevrolet sins in consumption,0.7,0.6
e28bcc49,Not suitable for travel,-0.275,0.75
270c3c18,A good car,0.7,0.6
d115942a,Onix LT 1.4 - a good car,0.7,0.6
fe747095,Very heavy car for version 1.0 of the engine!,-0.325,0.65
239d4101,More beautiful baby.,0.675,0.75
a67c6a6f,Excellent cost / benefit,1,1
44c612db,It's a good car,0.7,0.6
ea72f830,"Excellent car, simply show",0.5,0.678571428571429
52c55578,"It could be great, but good.",0.75,0.675
1cb7e849,Expensive reviews,-0.5,0.7
6752d536,A good car,0.7,0.6
188a1b49,STYLISH BUT IT COULD BE BETTER,0.5,0.75
376f7b2d,Excellent car,1,1
766245a6,"Great car, Highly recommend.",0.48,0.645
e0bed4e7,"Very expensive, but good car",0.025,0.755
c2a9bc59,Good car,0.7,0.6
e815a307,Do not buy,0,0
dd850c6c,"It's good, but there's something to improve",0.7,0.6
4f77d3c4,Cute but ordinary,0.125,0.75
11ac2aa6,Best Hatch in Brazil!,1,0.3
a6ad3a4b,"Great Car, I recommend.",0.8,0.75
75dac28f,Excellent car.,1,1
215046c6,This car pulls off!,0,0
f3b1f23d,VERY NOISE INTERNAL AND HIGH CONSUMPTION,0.12,0.28
e330dafe,Stylish,0.5,1
9a3a80df,little bunny,-0.1875,0.5
3763bbd9,"Good car, but it has better ones.",0.6,0.55
